story_name,model,tokens,events,scenes,sequels,nones,paragraphs
Les Machines,gpt-3.5-turbo,5016,8,6,2,0,242
A Toothache on Zenob,gpt-4o,7938,44,16,1,27,173
A Toothache on Zenob,gpt-3.5-turbo,8072,12,10,2,0,173
Doctor Universe,gpt-4o,8424,23,9,6,8,201
Doctor Universe,gpt-3.5-turbo,8498,13,10,3,0,201
The Star Beast,gpt-4o,6088,17,8,5,4,149
The Star Beast,gpt-3.5-turbo,6143,12,8,4,0,149
Doorstep,gpt-4o,2703,29,19,7,3,89
Doorstep,gpt-3.5-turbo,2743,9,8,1,0,89
Firth's World,gpt-4o,4221,21,10,4,7,84
Firth's World,gpt-3.5-turbo,4257,10,8,2,0,84
World Without Glamor,gpt-4o,5844,19,11,2,6,181
World Without Glamor,gpt-3.5-turbo,6000,10,6,4,0,181
Studies and Essays: Censorship and Art,gpt-4o,12820,7,0,0,7,53
Studies and Essays: Censorship and Art,gpt-3.5-turbo,12914,4,2,2,0,53
The missionary,gpt-4o,11213,54,14,14,26,187
The missionary,gpt-3.5-turbo,11345,12,7,5,0,187
"Sodom and Gomorrah, Texas",gpt-4o,3329,14,8,3,3,124
"Sodom and Gomorrah, Texas",gpt-3.5-turbo,3401,7,4,3,0,124
Cube Root of Conquest,gpt-4o,7008,15,10,3,2,129
Cube Root of Conquest,gpt-3.5-turbo,7031,7,5,2,0,129
"Old News
(From: ""The Snow Image and Other Twice-Told Tales"")",gpt-4o,13189,10,0,0,10,37
"Old News
(From: ""The Snow Image and Other Twice-Told Tales"")",gpt-3.5-turbo,13282,3,3,0,0,37
Hidden guns,gpt-4o,5568,20,7,7,6,132
Hidden guns,gpt-3.5-turbo,5593,10,4,3,3,132
Innocent at Large,gpt-4o,10067,24,10,5,9,267
Innocent at Large,gpt-3.5-turbo,10168,15,11,4,0,267
Dirty Work for Doughgod,gpt-4o,8955,17,13,4,0,238
Dirty Work for Doughgod,gpt-3.5-turbo,9076,10,6,4,0,238
"Small voice, big man",gpt-4o,5559,29,10,5,14,198
"Small voice, big man",gpt-3.5-turbo,5649,5,3,2,0,198
The Mannion Court-Martial,gpt-4o,5163,172,45,43,84,173
The Mannion Court-Martial,gpt-3.5-turbo,5233,12,8,4,0,173
Witness,gpt-4o,2985,20,13,4,3,80
Witness,gpt-3.5-turbo,3033,10,3,6,1,80
Image of the Gods,gpt-4o,8274,10,5,3,2,131
Image of the Gods,gpt-3.5-turbo,8421,11,8,3,0,131
The lost race,gpt-4o,7113,31,20,4,7,96
The lost race,gpt-3.5-turbo,7146,7,6,1,0,96
The overlord's thumb,gpt-4o,10613,16,5,3,8,223
The overlord's thumb,gpt-3.5-turbo,10724,17,10,7,0,223
"Welcome, Martians!",gpt-4o,3530,122,57,19,46,140
"Welcome, Martians!",gpt-3.5-turbo,3595,11,5,4,2,140
Diagnosis,gpt-4o,5483,7,4,2,1,150
Diagnosis,gpt-3.5-turbo,5562,13,9,4,0,150
Monopoly,gpt-4o,12851,87,70,15,2,374
Monopoly,gpt-3.5-turbo,13019,10,10,0,0,374
The Worst Joke in the World,gpt-4o,11574,63,35,25,3,238
The Worst Joke in the World,gpt-3.5-turbo,11627,14,8,6,0,238
The Nature Faker,gpt-4o,6315,16,9,3,4,63
The Nature Faker,gpt-3.5-turbo,6337,6,4,2,0,63
Mind Worms,gpt-4o,6127,22,6,6,10,89
Mind Worms,gpt-3.5-turbo,6196,3,1,2,0,89
Dumbwaiter,gpt-4o,5597,34,17,7,10,157
Dumbwaiter,gpt-3.5-turbo,5677,15,7,7,1,157
Battlefield in Black,gpt-4o,11439,28,16,6,6,286
Battlefield in Black,gpt-3.5-turbo,11591,17,13,4,0,286
Jupiter found,gpt-4o,6541,22,14,7,1,96
Jupiter found,gpt-3.5-turbo,6622,10,9,1,0,96
The Expendables,gpt-4o,6873,16,8,7,1,205
The Expendables,gpt-3.5-turbo,6985,9,6,3,0,205
Homecoming,gpt-4o,3887,44,22,6,16,58
Homecoming,gpt-3.5-turbo,3893,10,5,3,2,58
Machine of Klamugra,gpt-4o,8606,17,7,4,6,104
Machine of Klamugra,gpt-3.5-turbo,8699,10,6,4,0,104
Easy Does It,gpt-4o,9488,228,62,12,154,208
Easy Does It,gpt-3.5-turbo,9644,17,9,8,0,208
Mo-Sanshon!,gpt-4o,13345,30,21,7,2,218
Mo-Sanshon!,gpt-3.5-turbo,13365,26,21,5,0,218
The railhead at Kysyl Khoto,gpt-4o,6159,93,54,32,7,93
The railhead at Kysyl Khoto,gpt-3.5-turbo,6297,8,5,3,0,93
What Was the Religion of Shakespeare?,gpt-4o,8743,5,0,0,5,178
What Was the Religion of Shakespeare?,gpt-3.5-turbo,8790,12,12,0,0,178
A primal woman,gpt-4o,6521,14,9,5,0,162
A primal woman,gpt-3.5-turbo,6571,8,5,3,0,162
In the Garden,gpt-4o,4308,72,50,18,4,124
In the Garden,gpt-3.5-turbo,4376,14,10,4,0,124
Billy and the Big Stick,gpt-4o,10264,10,7,3,0,205
Billy and the Big Stick,gpt-3.5-turbo,10315,9,8,1,0,205
The Thought-Men of Mercury,gpt-4o,5848,25,17,4,4,153
The Thought-Men of Mercury,gpt-3.5-turbo,5960,7,5,2,0,153
Tigre and Isola,gpt-4o,6183,35,16,4,15,85
Tigre and Isola,gpt-3.5-turbo,6230,8,8,0,0,85
Invader From Infinity,gpt-4o,5234,22,14,5,3,139
Invader From Infinity,gpt-3.5-turbo,5260,10,8,2,0,139
The Desert and the Stars,gpt-4o,9898,10,8,2,0,247
The Desert and the Stars,gpt-3.5-turbo,10148,8,5,3,0,247
"$1,000 a Plate",gpt-4o,3381,11,9,2,0,59
"$1,000 a Plate",gpt-3.5-turbo,3411,9,7,2,0,59
Dream World,gpt-4o,3090,16,4,3,9,68
Dream World,gpt-3.5-turbo,3141,10,10,0,0,68
Double Standard,gpt-4o,3364,13,10,3,0,105
Double Standard,gpt-3.5-turbo,3427,7,5,2,0,105
Burden the hand,gpt-4o,5301,6,3,3,0,120
Burden the hand,gpt-3.5-turbo,5370,5,3,2,0,120
Community Property,gpt-4o,8827,12,7,2,3,200
Community Property,gpt-3.5-turbo,8991,23,8,4,11,200
Troubled Waters,gpt-4o,11169,12,6,4,2,140
Troubled Waters,gpt-3.5-turbo,11217,5,3,2,0,140
Specimen,gpt-4o,8283,13,8,2,3,191
Specimen,gpt-3.5-turbo,8315,14,13,1,0,191
Peacemaker,gpt-4o,9220,29,21,8,0,98
Peacemaker,gpt-3.5-turbo,9368,8,8,0,0,98
Dough or Dynamite,gpt-4o,11788,145,63,1,81,314
Dough or Dynamite,gpt-3.5-turbo,11909,42,5,37,0,314
The hermit's Christmas,gpt-4o,4989,103,50,20,33,104
The hermit's Christmas,gpt-3.5-turbo,5012,10,7,3,0,104
Passion fruit,gpt-4o,9840,25,10,5,10,132
Passion fruit,gpt-3.5-turbo,9901,5,3,2,0,132
We Run From the Hunted!,gpt-4o,6806,210,128,57,25,220
We Run From the Hunted!,gpt-3.5-turbo,6907,11,8,3,0,220
Final Examination,gpt-4o,9748,74,22,11,41,234
Final Examination,gpt-3.5-turbo,9893,6,5,1,0,234
A Day with John Milton,gpt-4o,8445,14,5,4,5,95
A Day with John Milton,gpt-3.5-turbo,8583,8,5,3,0,95
"Where are you, Mr. Biggs?",gpt-4o,7670,19,13,4,2,186
"Where are you, Mr. Biggs?",gpt-3.5-turbo,7811,9,5,4,0,186
The Hanging Stranger,gpt-4o,7264,25,14,5,6,206
The Hanging Stranger,gpt-3.5-turbo,7354,10,4,4,2,206
The Victor,gpt-4o,8109,16,7,4,5,141
The Victor,gpt-3.5-turbo,8268,20,11,9,0,141
The Hunter's Lodge Case,gpt-4o,5913,11,6,4,1,145
The Hunter's Lodge Case,gpt-3.5-turbo,5943,11,4,5,2,145
Overlord of Colony Eight,gpt-4o,5499,12,8,4,0,170
Overlord of Colony Eight,gpt-3.5-turbo,5564,6,6,0,0,170
The Pirate's Pocket Book,gpt-4o,2558,12,8,2,2,125
The Pirate's Pocket Book,gpt-3.5-turbo,2570,5,4,1,0,125
The Hammer of Thor,gpt-4o,13217,69,35,5,29,217
The Hammer of Thor,gpt-3.5-turbo,13264,3,2,1,0,217
The Drivers,gpt-4o,6641,15,9,4,2,218
The Drivers,gpt-3.5-turbo,6757,10,6,4,0,218
The Maugham Obsession,gpt-4o,5085,10,5,4,1,132
The Maugham Obsession,gpt-3.5-turbo,5164,6,3,3,0,132
Captain of the Kali,gpt-4o,9431,27,4,3,20,248
Captain of the Kali,gpt-3.5-turbo,9514,11,5,6,0,248
The Seed of the Toc-Toc Birds,gpt-4o,12988,29,14,9,6,209
The Seed of the Toc-Toc Birds,gpt-3.5-turbo,13061,11,11,0,0,209
Journey Work,gpt-4o,6445,32,18,6,8,184
Journey Work,gpt-3.5-turbo,6615,9,7,2,0,184
The Quantum Jump,gpt-4o,4824,28,15,5,8,129
The Quantum Jump,gpt-3.5-turbo,4820,4,2,2,0,129
"The House of Heine Brothers, in Munich",gpt-4o,13451,32,12,5,15,213
"The House of Heine Brothers, in Munich",gpt-3.5-turbo,13541,4,3,1,0,213
For service rendered,gpt-4o,8007,37,34,3,0,203
For service rendered,gpt-3.5-turbo,8215,5,4,1,0,203
Breath of Beelzebub,gpt-4o,6096,16,11,3,2,128
Breath of Beelzebub,gpt-3.5-turbo,6248,9,6,3,0,128
Tennyson,gpt-4o,11742,13,3,0,10,289
Tennyson,gpt-3.5-turbo,11858,9,9,0,0,289
Goma's Follicles,gpt-4o,5908,13,8,5,0,150
Goma's Follicles,gpt-3.5-turbo,5984,6,3,2,1,150
The Patriot,gpt-4o,5862,26,11,5,10,128
The Patriot,gpt-3.5-turbo,5879,9,6,3,0,128
"The White Old Maid (From ""Twice Told Tales"")",gpt-4o,5488,98,50,2,46,54
"The White Old Maid (From ""Twice Told Tales"")",gpt-3.5-turbo,5534,15,12,3,0,54
The Medici Boots,gpt-4o,7722,13,5,3,5,148
The Medici Boots,gpt-3.5-turbo,7849,8,6,2,0,148
The Protector,gpt-4o,4472,20,9,6,5,62
The Protector,gpt-3.5-turbo,4571,13,6,7,0,62
Of Stegner's Folly,gpt-4o,6167,21,16,4,1,83
Of Stegner's Folly,gpt-3.5-turbo,6199,13,11,2,0,83
Let Space Be Your Coffin,gpt-4o,7414,17,6,5,6,170
Let Space Be Your Coffin,gpt-3.5-turbo,7606,8,6,2,0,170
The Ambassadors From Venus,gpt-4o,12071,25,16,7,2,187
The Ambassadors From Venus,gpt-3.5-turbo,12144,10,8,2,0,187
The Pilot and the Bushman,gpt-4o,12227,186,179,4,3,210
The Pilot and the Bushman,gpt-3.5-turbo,12461,6,4,1,1,210
The crimp,gpt-4o,6237,23,12,2,9,184
The crimp,gpt-3.5-turbo,6277,8,8,0,0,184
Bulldog,gpt-4o,7992,22,10,6,6,96
Bulldog,gpt-3.5-turbo,8036,14,10,4,0,96
Unwelcomed Visitor,gpt-4o,4101,15,10,3,2,76
Unwelcomed Visitor,gpt-3.5-turbo,4122,8,6,2,0,76
The Lamplighter,gpt-4o,9958,101,63,9,29,141
The Lamplighter,gpt-3.5-turbo,9987,14,12,1,1,141
The Wind People,gpt-4o,8577,106,53,20,33,147
The Wind People,gpt-3.5-turbo,8721,12,8,4,0,147
Inhibition,gpt-4o,6578,50,27,10,13,226
Inhibition,gpt-3.5-turbo,6648,14,11,3,0,226
Juvenile Delinquent,gpt-4o,4069,11,8,3,0,151
Juvenile Delinquent,gpt-3.5-turbo,4187,7,5,2,0,151
"The Mothers Of Honoré
From ""Mackinac And Lake Stories"", 1899",gpt-4o,5642,11,5,3,3,119
"The Mothers Of Honoré
From ""Mackinac And Lake Stories"", 1899",gpt-3.5-turbo,5757,9,6,3,0,119
The Conquistadors Come,gpt-4o,8100,31,14,11,6,128
The Conquistadors Come,gpt-3.5-turbo,8234,9,7,2,0,128
February Strawberries,gpt-4o,3491,15,10,4,1,125
February Strawberries,gpt-3.5-turbo,3581,13,7,5,1,125
Venusian Invader,gpt-4o,7065,152,91,34,27,158
Venusian Invader,gpt-3.5-turbo,7176,7,5,2,0,158
Sales talk,gpt-4o,5646,56,33,12,11,111
Sales talk,gpt-3.5-turbo,5746,9,6,3,0,111
The Voyage of Vanishing Men,gpt-4o,7646,56,31,15,10,177
The Voyage of Vanishing Men,gpt-3.5-turbo,7754,7,3,3,1,177
Giordano Bruno,gpt-4o,7802,14,4,1,9,23
Giordano Bruno,gpt-3.5-turbo,7870,10,5,2,3,23
The Castaway,gpt-4o,8826,12,6,2,4,187
The Castaway,gpt-3.5-turbo,9006,17,10,7,0,187
Wainer,gpt-4o,5747,21,9,4,8,84
Wainer,gpt-3.5-turbo,5756,14,7,7,0,84
By Earthlight,gpt-4o,6042,21,10,8,3,114
By Earthlight,gpt-3.5-turbo,6142,10,6,4,0,114
Until Life Do Us Part,gpt-4o,4260,21,11,5,5,111
Until Life Do Us Part,gpt-3.5-turbo,4322,10,6,4,0,111
"A Difficult Problem
1900",gpt-4o,10013,9,7,2,0,159
"A Difficult Problem
1900",gpt-3.5-turbo,10041,10,7,3,0,159
"Una of the hill country
1911",gpt-4o,7598,31,9,6,16,64
"Una of the hill country
1911",gpt-3.5-turbo,7707,7,4,3,0,64
Exit From Asteroid 60,gpt-4o,7572,12,7,5,0,139
Exit From Asteroid 60,gpt-3.5-turbo,7677,11,8,3,0,139
The Curse of Eve,gpt-4o,5683,18,9,6,3,95
The Curse of Eve,gpt-3.5-turbo,5703,10,6,4,0,95
Cause of Death,gpt-4o,2954,16,7,3,6,65
Cause of Death,gpt-3.5-turbo,3002,11,7,4,0,65
Potential Enemy,gpt-4o,5443,57,37,10,10,108
Potential Enemy,gpt-3.5-turbo,5494,5,5,0,0,108
Spatial Delivery,gpt-4o,3813,12,4,4,4,95
Spatial Delivery,gpt-3.5-turbo,3918,14,4,10,0,95
"The Last American
A Fragment from The Journal of Khan-li, Prince of Dimph-Yoo-Chur and Admiral in the Persian Navy",gpt-4o,13906,9,6,3,0,287
"The Last American
A Fragment from The Journal of Khan-li, Prince of Dimph-Yoo-Chur and Admiral in the Persian Navy",gpt-3.5-turbo,14026,9,8,1,0,287
The Leak,gpt-4o,6568,14,9,4,1,155
The Leak,gpt-3.5-turbo,6582,31,0,0,31,155
Slow Burn,gpt-4o,8626,19,11,6,2,310
Slow Burn,gpt-3.5-turbo,8671,12,6,4,2,310
Shango,gpt-4o,5320,10,6,3,1,89
Shango,gpt-3.5-turbo,5361,8,5,3,0,89
"To Whom This May Come
1898",gpt-4o,8466,12,6,5,1,52
"To Whom This May Come
1898",gpt-3.5-turbo,8529,10,3,7,0,52
Six Frightened Men,gpt-4o,6114,147,94,37,16,164
Six Frightened Men,gpt-3.5-turbo,6188,8,5,3,0,164
England,gpt-4o,9043,16,0,0,16,40
England,gpt-3.5-turbo,9064,15,0,0,15,40
Mr. Replogle's dream,gpt-4o,5168,11,4,3,4,94
Mr. Replogle's dream,gpt-3.5-turbo,5257,5,2,2,1,94
"Chippings with a Chisel (From ""Twice Told Tales"")",gpt-4o,5359,22,10,3,9,33
"Chippings with a Chisel (From ""Twice Told Tales"")",gpt-3.5-turbo,5427,16,11,3,2,33
"Two Days' Solitary Imprisonment
1898",gpt-4o,8068,31,10,12,9,86
"Two Days' Solitary Imprisonment
1898",gpt-3.5-turbo,8115,8,4,4,0,86
Milk Run,gpt-4o,4578,20,8,3,9,89
Milk Run,gpt-3.5-turbo,4641,11,11,0,0,89
The Place Where Chicago Was,gpt-4o,13087,16,10,5,1,427
The Place Where Chicago Was,gpt-3.5-turbo,13404,6,3,2,1,427
The Crystal Circe,gpt-4o,12741,93,68,7,18,330
The Crystal Circe,gpt-3.5-turbo,12911,7,5,2,0,330
Death and Taxes,gpt-4o,6580,11,7,4,0,198
Death and Taxes,gpt-3.5-turbo,6728,10,6,4,0,198
When the Mountain Shook,gpt-4o,7249,31,17,7,7,116
When the Mountain Shook,gpt-3.5-turbo,7270,12,8,4,0,116
The night of no moon,gpt-4o,8987,14,5,5,4,258
The night of no moon,gpt-3.5-turbo,9090,3,1,2,0,258
Superjoemulloy,gpt-4o,2927,14,7,4,3,66
Superjoemulloy,gpt-3.5-turbo,2916,12,7,3,2,66
"Mr. Joseph Hanson, The Haberdasher",gpt-4o,6489,12,5,2,5,50
"Mr. Joseph Hanson, The Haberdasher",gpt-3.5-turbo,6556,8,4,4,0,50
"Deserted
1898",gpt-4o,8579,14,7,4,3,101
"Deserted
1898",gpt-3.5-turbo,8657,14,9,5,0,101
Lair of the Dragonbird,gpt-4o,5421,21,11,4,6,156
Lair of the Dragonbird,gpt-3.5-turbo,5448,8,6,2,0,156
If You're Smart—,gpt-4o,6932,14,11,3,0,119
If You're Smart—,gpt-3.5-turbo,6991,7,4,2,1,119
Short Snorter,gpt-4o,2877,31,19,8,4,79
Short Snorter,gpt-3.5-turbo,2955,5,3,2,0,79
The price of eggs,gpt-4o,11929,14,11,3,0,239
The price of eggs,gpt-3.5-turbo,12102,13,6,5,2,239
And All the Earth a Grave,gpt-4o,3376,13,7,1,5,38
And All the Earth a Grave,gpt-3.5-turbo,3411,8,8,0,0,38
Dalrymple's Equation,gpt-4o,5753,16,8,4,4,185
Dalrymple's Equation,gpt-3.5-turbo,5909,7,4,3,0,185
Between the dark and the daylight,gpt-4o,7528,18,12,1,5,146
Between the dark and the daylight,gpt-3.5-turbo,7678,7,5,2,0,146
Circle of Confusion,gpt-4o,12101,19,12,3,4,306
Circle of Confusion,gpt-3.5-turbo,12318,12,7,5,0,306
"The Hunting of the Snark: An Agony, in Eight Fits",gpt-4o,8402,12,7,4,1,224
"The Hunting of the Snark: An Agony, in Eight Fits",gpt-3.5-turbo,8459,6,6,0,0,224
Threlkeld's Daughter,gpt-4o,5548,13,9,4,0,134
Threlkeld's Daughter,gpt-3.5-turbo,5599,12,9,3,0,134
The Small World of M-75,gpt-4o,6629,15,9,4,2,121
The Small World of M-75,gpt-3.5-turbo,6660,3,2,1,0,121
A Plea for Old Cap Collier,gpt-4o,10367,10,3,2,5,97
A Plea for Old Cap Collier,gpt-3.5-turbo,10447,8,5,3,0,97
A Charmed Life,gpt-4o,6397,15,7,1,7,97
A Charmed Life,gpt-3.5-turbo,6415,15,9,6,0,97
Valley of Dreams,gpt-4o,12999,15,7,3,5,202
Valley of Dreams,gpt-3.5-turbo,13207,6,4,2,0,202
Cronus of the D. F. C.,gpt-4o,8112,117,86,12,19,231
Cronus of the D. F. C.,gpt-3.5-turbo,8253,10,8,2,0,231
"The Tapu of Banderah
1901",gpt-4o,13747,15,11,2,2,220
"The Tapu of Banderah
1901",gpt-3.5-turbo,13843,5,5,0,0,220
Hold Back Tomorrow,gpt-4o,5323,15,9,5,1,152
Hold Back Tomorrow,gpt-3.5-turbo,5450,5,4,1,0,152
"Who Was She?
From ""The Atlantic Monthly"" for September, 1874",gpt-4o,9281,14,8,6,0,93
"Who Was She?
From ""The Atlantic Monthly"" for September, 1874",gpt-3.5-turbo,9335,8,5,3,0,93
"Miss Sarah Jack of Spanish Town, Jamaica",gpt-4o,13096,10,6,4,0,193
"Miss Sarah Jack of Spanish Town, Jamaica",gpt-3.5-turbo,13163,7,5,2,0,193
Problem in solid,gpt-4o,10811,15,10,4,1,362
Problem in solid,gpt-3.5-turbo,10882,11,11,0,0,362
What Shall It Profit?,gpt-4o,8765,45,21,4,20,181
What Shall It Profit?,gpt-3.5-turbo,8963,10,5,5,0,181
Point of Departure,gpt-4o,9616,90,32,0,58,211
Point of Departure,gpt-3.5-turbo,9726,8,6,0,2,211
Rip Van Winkle,gpt-4o,9920,10,4,3,3,120
Rip Van Winkle,gpt-3.5-turbo,9981,6,6,0,0,120
Way of a Rebel,gpt-4o,6411,13,7,5,1,105
Way of a Rebel,gpt-3.5-turbo,6457,8,4,4,0,105
The Recruit,gpt-4o,4935,14,7,1,6,142
The Recruit,gpt-3.5-turbo,4997,10,9,1,0,142
"Easy come, easy go",gpt-4o,7275,38,21,6,11,194
"Easy come, easy go",gpt-3.5-turbo,7348,10,6,4,0,194
The Holes and John Smith,gpt-4o,5047,9,6,3,0,158
The Holes and John Smith,gpt-3.5-turbo,5171,7,5,2,0,158
Your Time is Up,gpt-4o,4262,9,5,4,0,121
Your Time is Up,gpt-3.5-turbo,4392,7,4,2,1,121
The genius of Lancelot Biggs,gpt-4o,8795,14,7,5,2,234
The genius of Lancelot Biggs,gpt-3.5-turbo,9044,9,5,4,0,234
Awakening,gpt-4o,12706,31,15,8,8,335
Awakening,gpt-3.5-turbo,12883,13,8,5,0,335
The Spy in the Elevator,gpt-4o,8551,29,15,9,5,190
The Spy in the Elevator,gpt-3.5-turbo,8698,8,4,4,0,190
License to Steal,gpt-4o,4636,10,5,5,0,59
License to Steal,gpt-3.5-turbo,4644,12,8,4,0,59
On the Sweeny wire,gpt-4o,8051,14,5,4,5,149
On the Sweeny wire,gpt-3.5-turbo,8111,17,9,8,0,149
Extracts from the Galactick Almanack: Music Around the Universe,gpt-4o,3842,24,13,1,10,66
Extracts from the Galactick Almanack: Music Around the Universe,gpt-3.5-turbo,3866,9,4,5,0,66
John Holder's Weapon,gpt-4o,6502,12,7,5,0,167
John Holder's Weapon,gpt-3.5-turbo,6533,10,8,2,0,167
Let's Get Together,gpt-4o,7808,18,10,5,3,196
Let's Get Together,gpt-3.5-turbo,7917,12,8,4,0,196
The Beast of Space,gpt-4o,6228,31,24,6,1,86
The Beast of Space,gpt-3.5-turbo,6279,11,7,4,0,86
"Henry James, Jr.",gpt-4o,5151,12,1,1,10,14
"Henry James, Jr.",gpt-3.5-turbo,5191,6,1,1,4,14
Dreamer's World,gpt-4o,8779,18,10,5,3,210
Dreamer's World,gpt-3.5-turbo,8929,15,8,7,0,210
One Against the Stars,gpt-4o,11666,58,30,5,23,396
One Against the Stars,gpt-3.5-turbo,11848,12,8,4,0,396
The Final Figure,gpt-4o,10681,11,8,3,0,209
The Final Figure,gpt-3.5-turbo,10850,10,7,3,0,209
The terrors of the upper air,gpt-4o,8042,16,6,2,8,97
The terrors of the upper air,gpt-3.5-turbo,8054,7,6,1,0,97
The Deserter,gpt-4o,9205,9,4,2,3,115
The Deserter,gpt-3.5-turbo,9389,6,4,2,0,115
Beware the Star Gods,gpt-4o,5850,158,31,7,120,159
Beware the Star Gods,gpt-3.5-turbo,5933,11,7,4,0,159
"The Prophetic Pictures (From ""Twice Told Tales"")",gpt-4o,7275,12,6,4,2,78
"The Prophetic Pictures (From ""Twice Told Tales"")",gpt-3.5-turbo,7339,16,11,5,0,78
Out of the Dark Nebula,gpt-4o,8573,19,5,8,6,167
Out of the Dark Nebula,gpt-3.5-turbo,8670,15,8,7,0,167
The incredible invasion,gpt-4o,8409,19,11,4,4,169
The incredible invasion,gpt-3.5-turbo,8526,13,7,6,0,169
A Struggle For Life,gpt-4o,5391,14,8,4,2,68
A Struggle For Life,gpt-3.5-turbo,5446,7,5,2,0,68
The small bears,gpt-4o,5484,157,87,27,43,112
The small bears,gpt-3.5-turbo,5529,6,5,1,0,112
The Waif Woman,gpt-4o,9548,16,12,2,2,143
The Waif Woman,gpt-3.5-turbo,9645,11,11,0,0,143
In the Bad Lands,gpt-4o,8404,15,8,2,5,173
In the Bad Lands,gpt-3.5-turbo,8447,10,7,3,0,173
Get Out of My Body!,gpt-4o,6693,15,10,5,0,134
Get Out of My Body!,gpt-3.5-turbo,6778,9,5,4,0,134
Beauty interrupted,gpt-4o,5204,26,13,4,9,123
Beauty interrupted,gpt-3.5-turbo,5198,5,4,1,0,123
Return of a Legend,gpt-4o,7771,24,12,8,4,144
Return of a Legend,gpt-3.5-turbo,7864,13,7,6,0,144
Gourmet,gpt-4o,6368,19,8,4,7,92
Gourmet,gpt-3.5-turbo,6491,4,2,2,0,92
Paradise Planet,gpt-4o,7768,11,7,4,0,122
Paradise Planet,gpt-3.5-turbo,7857,11,7,4,0,122
"Oh, Rats!",gpt-4o,4527,15,9,2,4,134
"Oh, Rats!",gpt-3.5-turbo,4598,7,5,2,0,134
Stroke of Genius,gpt-4o,12118,18,10,4,4,270
Stroke of Genius,gpt-3.5-turbo,12326,6,4,2,0,270
Perchance to Dream,gpt-4o,7544,40,18,6,16,148
Perchance to Dream,gpt-3.5-turbo,7641,10,7,3,0,148
Moon of Treason,gpt-4o,11656,35,16,14,5,382
Moon of Treason,gpt-3.5-turbo,11835,10,6,4,0,382
"""Phone Me in Central Park""",gpt-4o,5566,34,10,9,15,148
"""Phone Me in Central Park""",gpt-3.5-turbo,5620,9,5,4,0,148
Lancelot Biggs cooks a pirate,gpt-4o,8053,57,20,7,30,150
Lancelot Biggs cooks a pirate,gpt-3.5-turbo,8180,8,5,3,0,150
"""Speaking of Operations--""",gpt-4o,13055,12,4,4,4,122
"""Speaking of Operations--""",gpt-3.5-turbo,13133,11,7,4,0,122
Peace,gpt-4o,4840,21,13,4,4,105
Peace,gpt-3.5-turbo,4868,8,5,0,3,105
What Need of Man?,gpt-4o,6391,39,17,9,13,92
What Need of Man?,gpt-3.5-turbo,6556,9,5,4,0,92
Double Trouble,gpt-4o,6858,22,15,6,1,163
Double Trouble,gpt-3.5-turbo,6912,11,6,5,0,163
Money is the Root of All Good,gpt-4o,11472,25,13,5,7,266
Money is the Root of All Good,gpt-3.5-turbo,11583,7,4,3,0,266
Creepin' Tintypes,gpt-4o,9971,11,5,2,4,292
Creepin' Tintypes,gpt-3.5-turbo,10094,9,6,2,1,292
Viewpoint,gpt-4o,5214,9,5,3,1,108
Viewpoint,gpt-3.5-turbo,5250,8,3,4,1,108
Criminal Negligence,gpt-4o,9365,65,25,5,35,286
Criminal Negligence,gpt-3.5-turbo,9528,5,4,1,0,286
Greville Fane,gpt-4o,9875,21,8,5,8,27
Greville Fane,gpt-3.5-turbo,9909,11,4,3,4,27
"A Son of the Gods, and A Horseman in the Sky",gpt-4o,7893,9,4,4,1,66
"A Son of the Gods, and A Horseman in the Sky",gpt-3.5-turbo,7935,3,2,1,0,66
A Gift from Earth,gpt-4o,7285,19,13,6,0,161
A Gift from Earth,gpt-3.5-turbo,7338,11,8,2,1,161
The Widow's Dog,gpt-4o,6513,9,5,2,2,35
The Widow's Dog,gpt-3.5-turbo,6633,8,7,1,0,35
Maurice and the bay mare,gpt-4o,6449,8,3,3,2,73
Maurice and the bay mare,gpt-3.5-turbo,6475,9,5,4,0,73
The White Feather Hex,gpt-4o,6358,13,8,3,2,101
The White Feather Hex,gpt-3.5-turbo,6431,9,5,4,0,101
Two worlds for one,gpt-4o,4494,40,21,12,7,147
Two worlds for one,gpt-3.5-turbo,4492,11,8,3,0,147
Plane Jane,gpt-4o,9706,158,124,17,17,186
Plane Jane,gpt-3.5-turbo,9764,4,4,0,0,186
Today is Forever,gpt-4o,5322,10,6,4,0,111
Today is Forever,gpt-3.5-turbo,5406,8,6,2,0,111
The deep space scrolls,gpt-4o,7044,41,38,2,1,87
The deep space scrolls,gpt-3.5-turbo,7048,6,5,1,0,87
Age of anxiety,gpt-4o,5204,23,10,9,4,149
Age of anxiety,gpt-3.5-turbo,5323,4,2,2,0,149
Savage Galahad,gpt-4o,4644,14,8,6,0,60
Savage Galahad,gpt-3.5-turbo,4649,10,7,3,0,60
Quest of Thig,gpt-4o,5970,23,13,6,4,92
Quest of Thig,gpt-3.5-turbo,5984,8,5,3,0,92
Assignats,gpt-4o,8902,9,5,4,0,253
Assignats,gpt-3.5-turbo,8974,9,6,3,0,253
The Incredible Life-Form,gpt-4o,4838,11,6,4,1,106
The Incredible Life-Form,gpt-3.5-turbo,4873,10,7,2,1,106
The Indeterminate Sentence: What Shall Be Done with the Criminal Class?,gpt-4o,6853,17,4,3,10,48
